format	2
image	atlas_2.webp
cell_size	16	20
world_cell_aspect	1.25
default_zoom	2
placeholder	1	1	16	20
asset	npcs/npc_named_stonecleft_hall_mason.png	351	1241	16	20
asset	npcs/npc_named_stonecleft_innkeeper.png	401	1241	16	20
asset	npcs/npc_named_stonecleft_iron_merchant.png	451	1241	16	20
asset	npcs/npc_named_stonecleft_miner.png	501	1241	16	20
asset	npcs/npc_named_stonecleft_supplier.png	551	1241	16	20
asset	npcs/npc_named_stonecleft_track_scout.png	601	1241	16	20
asset	npcs/npc_named_stonecleft_waywarden.png	651	1241	16	20
asset	npcs/npc_named_telwynd_bowyer.png	701	1241	16	20
asset	npcs/npc_named_telwynd_enchanter.png	751	1241	16	20
asset	npcs/npc_named_telwynd_innkeeper.png	801	1241	16	20
asset	npcs/npc_named_telwynd_keeper.png	851	1241	16	20
asset	npcs/npc_named_tessa.png	901	1241	16	20
asset	npcs/npc_named_tidehook_barmaid.png	951	1241	16	20
asset	npcs/npc_named_tidehook_boathand.png	1001	1241	16	20
asset	npcs/npc_named_tidehook_captain.png	1051	1241	16	20
asset	npcs/npc_named_tidehook_spear_vendor.png	1101	1241	16	20
asset	npcs/npc_named_tidehook_thirsty_fisherman.png	1151	1241	16	20
asset	npcs/npc_named_travellers_rest_arcane_peddler.png	1201	1241	16	20
asset	npcs/npc_named_travellers_rest_innkeeper.png	1251	1241	16	20
asset	npcs/npc_named_travellers_rest_researcher.png	1301	1241	16	20
asset	npcs/npc_named_travellers_rest_shady.png	1351	1241	16	20
asset	npcs/npc_named_travellers_rest_shopkeeper.png	1401	1241	16	20
asset	npcs/npc_named_travellers_rest_warrior.png	1451	1241	16	20
asset	npcs/npc_named_tutorial_dockmaster.png	1501	1241	16	20
asset	npcs/npc_named_tutorial_guide.png	1	1303	16	20
asset	npcs/npc_named_tutorial_harren_gate.png	51	1303	16	20
asset	npcs/npc_named_tutorial_innkeeper.png	101	1303	16	20
asset	npcs/npc_named_tutorial_neighbor.png	151	1303	16	20
asset	npcs/npc_named_tutorial_provisioner.png	201	1303	16	20
asset	npcs/npc_named_tutorial_trainer.png	251	1303	16	20
asset	npcs/npc_named_vendor.png	301	1303	16	20
asset	npcs/npc_named_white_seal_antiquities.png	351	1303	16	20
asset	npcs/npc_named_white_vault_sacristan.png	401	1303	16	20
asset	player/player_dwarf_barbarian.png	451	1303	24	36	24	36	-4	-8
asset	player/player_dwarf_bard.png	501	1303	48	60	48	60	-16	-20
asset	player/player_dwarf_cleric.png	551	1303	24	36	24	36	-4	-8
asset	player/player_dwarf_druid.png	601	1303	16	20
asset	player/player_dwarf_fighter.png	651	1303	24	36	24	36	-4	-8
asset	player/player_dwarf_paladin.png	701	1303	24	36	24	36	-4	-8
asset	player/player_dwarf_ranger.png	751	1303	16	20
asset	player/player_dwarf_rogue.png	801	1303	24	36	24	36	-4	-8
asset	player/player_dwarf_sorcerer.png	851	1303	16	20
asset	player/player_dwarf_wizard.png	901	1303	16	20
asset	player/player_elf_bard.png	951	1303	24	36	24	36	-4	-8
asset	player/player_elf_cleric.png	1001	1303	16	20
asset	player/player_elf_druid.png	1051	1303	24	36	24	36	-4	-8
asset	player/player_elf_fighter.png	1101	1303	24	36	24	36	-4	-8
asset	player/player_elf_paladin.png	1151	1303	16	20
asset	player/player_elf_ranger.png	1201	1303	24	36	24	36	-4	-8
asset	player/player_elf_rogue.png	1251	1303	24	36	24	36	-4	-8
asset	player/player_elf_sorcerer.png	1301	1303	24	36	24	36	-4	-8
asset	player/player_elf_wizard.png	1351	1303	24	36	24	36	-4	-8
asset	player/player_gnome_bard.png	1401	1303	48	60	48	60	-16	-20
asset	player/player_gnome_cleric.png	1451	1303	16	20
asset	player/player_gnome_druid.png	1501	1303	16	20
asset	player/player_gnome_fighter.png	1	1365	24	36	24	36	-4	-8
asset	player/player_gnome_paladin.png	51	1365	16	20
asset	player/player_gnome_ranger.png	101	1365	16	20
asset	player/player_gnome_rogue.png	151	1365	24	36	24	36	-4	-8
asset	player/player_gnome_sorcerer.png	201	1365	24	36	24	36	-4	-8
asset	player/player_gnome_wizard.png	251	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_bard.png	301	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_cleric.png	351	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_druid.png	401	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_fighter.png	451	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_monk.png	501	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_paladin.png	551	1365	16	20
asset	player/player_half_elf_ranger.png	601	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_rogue.png	651	1365	24	36	24	36	-4	-8
asset	player/player_half_elf_sorcerer.png	701	1365	16	20
asset	player/player_half_elf_wizard.png	751	1365	24	36	24	36	-4	-8
asset	player/player_half_orc_barbarian.png	801	1365	24	36	24	36	-4	-8
asset	player/player_half_orc_bard.png	851	1365	48	60	48	60	-16	-20
asset	player/player_half_orc_cleric.png	901	1365	16	20
asset	player/player_half_orc_druid.png	951	1365	16	20
asset	player/player_half_orc_fighter.png	1001	1365	24	36	24	36	-4	-8
asset	player/player_half_orc_paladin.png	1051	1365	16	20
asset	player/player_half_orc_ranger.png	1101	1365	16	20
asset	player/player_half_orc_rogue.png	1151	1365	16	20
asset	player/player_half_orc_sorcerer.png	1201	1365	24	36	24	36	-4	-8
asset	player/player_half_orc_wizard.png	1251	1365	16	20
asset	player/player_halfling_bard.png	1301	1365	24	36	24	36	-4	-8
asset	player/player_halfling_cleric.png	1351	1365	24	36	24	36	-4	-8
asset	player/player_halfling_druid.png	1401	1365	16	20
asset	player/player_halfling_fighter.png	1451	1365	24	36	24	36	-4	-8
asset	player/player_halfling_paladin.png	1501	1365	16	20
asset	player/player_halfling_ranger.png	1	1427	24	36	24	36	-4	-8
asset	player/player_halfling_rogue.png	51	1427	24	36	24	36	-4	-8
asset	player/player_halfling_sorcerer.png	101	1427	16	20
asset	player/player_halfling_wizard.png	151	1427	16	20
asset	player/player_human_barbarian.png	201	1427	24	36	24	36	-4	-8
asset	player/player_human_bard.png	251	1427	24	36	24	36	-4	-8
asset	player/player_human_cleric.png	301	1427	24	36	24	36	-4	-8
asset	player/player_human_druid.png	351	1427	24	36	24	36	-4	-8
asset	player/player_human_fighter.png	401	1427	24	36	24	36	-4	-8
asset	player/player_human_monk.png	451	1427	24	36	24	36	-4	-8
asset	player/player_human_paladin.png	501	1427	24	36	24	36	-4	-8
asset	player/player_human_ranger.png	551	1427	24	36	24	36	-4	-8
asset	player/player_human_rogue.png	601	1427	24	36	24	36	-4	-8
asset	player/player_human_sorcerer.png	651	1427	24	36	24	36	-4	-8
asset	player/player_human_wizard.png	701	1427	24	36	24	36	-4	-8
asset	pois/poi_abandoned_mine.png	751	1427	16	20
asset	pois/poi_ash_tower.png	801	1427	16	20
asset	pois/poi_bandit_camp.png	851	1427	16	20
asset	pois/poi_bandit_toll_camp.png	901	1427	16	20
asset	pois/poi_blackglass_cavern.png	951	1427	16	20
asset	pois/poi_briar_saint_grove.png	1001	1427	16	20
asset	pois/poi_broken_watchtower.png	1051	1427	16	20
asset	pois/poi_burned_cottage.png	1101	1427	16	20
asset	pois/poi_camp_kestrel.png	1151	1427	16	20
asset	pois/poi_chalkhill_burrows.png	1201	1427	16	20
asset	pois/poi_cistern_hatch.png	1251	1427	16	20
asset	pois/poi_deserted_camp.png	1301	1427	16	20
asset	pois/poi_desolate_docks.png	1351	1427	16	20
asset	pois/poi_docks.png	1401	1427	16	20
asset	pois/poi_dusty_dungeon.png	1451	1427	16	20
asset	pois/poi_elderwyrm_grove.png	1501	1427	16	20
asset	pois/poi_floodgate_cistern.png	1	1489	16	20
asset	pois/poi_ghostwood.png	51	1489	16	20
asset	pois/poi_glassneedle_ravine.png	101	1489	16	20
asset	pois/poi_glassroot_hollow.png	151	1489	16	20
asset	pois/poi_goblin_cave.png	201	1489	16	20
asset	pois/poi_great_scar_crevasse.png	251	1489	16	20
asset	pois/poi_greycliff_quarry.png	301	1489	16	20
asset	pois/poi_havenford.png	351	1489	16	20
asset	pois/poi_havenford_mines.png	401	1489	16	20
asset	pois/poi_highmark.png	451	1489	16	20
asset	pois/poi_highmark_aqueduct.png	501	1489	16	20
asset	pois/poi_highwind_catacombs.png	551	1489	16	20
asset	pois/poi_highwind_monastery.png	601	1489	16	20
asset	pois/poi_kings_barrow.png	651	1489	16	20
asset	pois/poi_lesser_scar_breach.png	701	1489	16	20
asset	pois/poi_moonwell_observatory.png	751	1489	16	20
asset	pois/poi_moonwell_tunnels.png	801	1489	16	20
asset	pois/poi_moonwell_tunnels_exit.png	851	1489	16	20
asset	pois/poi_mountain_pass.png	901	1489	16	20
asset	pois/poi_north_gate.png	951	1489	16	20
asset	pois/poi_old_cave.png	1001	1489	16	20
asset	pois/poi_old_imperial_lighthouse.png	1051	1489	16	20
asset	pois/poi_old_mineworks.png	1101	1489	16	20
asset	pois/poi_oldroot_temple.png	1151	1489	16	20
asset	pois/poi_orc_base.png	1201	1489	16	20
asset	pois/poi_reedmire_shrine.png	1251	1489	16	20
asset	pois/poi_roadside_shrine.png	1301	1489	16	20
asset	pois/poi_rockmaw_keep.png	1351	1489	16	20
asset	pois/poi_saltmere_caverns.png	1401	1489	16	20
asset	pois/poi_serpentwater_oasis.png	1451	1489	16	20
asset	pois/poi_smuggler_grotto.png	1501	1489	16	20
asset	pois/poi_south_gate.png	1	1551	16	20
asset	pois/poi_starfall_burrow.png	51	1551	16	20
asset	pois/poi_sunken_crypt.png	101	1551	16	20
asset	pois/poi_telwynd.png	151	1551	16	20
asset	pois/poi_tidehook_docks.png	201	1551	16	20
asset	pois/poi_travellers_rest.png	251	1551	16	20
asset	pois/poi_trollking_cave.png	301	1551	16	20
asset	pois/poi_white_seal_tower.png	351	1551	16	20
asset	pois/poi_widowrun_cave.png	401	1551	16	20
asset	world_tiles/world_tile_deep_scar.png	451	1551	16	20
asset	world_tiles/world_tile_forest.png	501	1551	16	20
asset	world_tiles/world_tile_high_mountain.png	551	1551	16	20
asset	world_tiles/world_tile_hills.png	601	1551	16	20
asset	world_tiles/world_tile_mountain.png	651	1551	16	20
asset	world_tiles/world_tile_plains.png	701	1551	16	20
asset	world_tiles/world_tile_road.png	751	1551	16	20
asset	world_tiles/world_tile_scar.png	801	1551	16	20
asset	world_tiles/world_tile_shore.png	851	1551	16	20
asset	world_tiles/world_tile_swamp.png	901	1551	16	20
asset	world_tiles/world_tile_water.png	951	1551	16	20
asset	zone_props/zone_prop_anvil.png	1001	1551	16	20
asset	zone_props/zone_prop_armor_rack.png	1051	1551	16	20
asset	zone_props/zone_prop_armor_rack_empty.png	1101	1551	16	20
asset	zone_props/zone_prop_bed.png	1151	1551	16	28	16	28	0	-8
asset	zone_props/zone_prop_bedroll.png	1201	1551	16	20
asset	zone_props/zone_prop_blackglass_spire.png	1251	1551	24	30	24	30	-4	-5
asset	zone_props/zone_prop_boat.png	1301	1551	20	40	20	40	-2	-19
asset	zone_props/zone_prop_bookshelf.png	1351	1551	16	20
asset	zone_props/zone_prop_broadleaf_tree_r0.png	1401	1551	20	24	20	24	-2	-4
asset	zone_props/zone_prop_broadleaf_tree_r1.png	1451	1551	20	24	20	24	-2	-4
asset	zone_props/zone_prop_brush.png	1501	1551	20	24	20	24	-2	-4	2	1
asset	zone_props/zone_prop_campfire.png	1	1613	16	20
asset	zone_props/zone_prop_campfire_out.png	51	1613	16	20
asset	zone_props/zone_prop_chair_down_r0.png	101	1613	16	20
asset	zone_props/zone_prop_chair_down_r1.png	151	1613	16	20
asset	zone_props/zone_prop_chair_left_r0.png	201	1613	16	20
asset	zone_props/zone_prop_chair_left_r1.png	251	1613	16	20
asset	zone_props/zone_prop_chair_right_r0.png	301	1613	16	20
asset	zone_props/zone_prop_chair_right_r1.png	351	1613	16	20
asset	zone_props/zone_prop_chair_up_r0.png	401	1613	16	20
asset	zone_props/zone_prop_chair_up_r1.png	451	1613	16	20
asset	zone_props/zone_prop_conifer_tree.png	501	1613	20	32	20	32	-2	-12
asset	zone_props/zone_prop_container_barrel_closed.png	551	1613	16	20
asset	zone_props/zone_prop_container_barrel_open.png	601	1613	16	20
asset	zone_props/zone_prop_container_chest_exquisite_closed.png	651	1613	16	20
asset	zone_props/zone_prop_container_chest_exquisite_open.png	701	1613	16	20
asset	zone_props/zone_prop_container_chest_ironbound_closed.png	751	1613	16	20
asset	zone_props/zone_prop_container_chest_ironbound_open.png	801	1613	16	20
asset	zone_props/zone_prop_container_chest_ornate_closed.png	851	1613	16	20
asset	zone_props/zone_prop_container_chest_ornate_open.png	901	1613	16	20
asset	zone_props/zone_prop_container_chest_reinforced_closed.png	951	1613	16	20
asset	zone_props/zone_prop_container_chest_reinforced_open.png	1001	1613	16	20
asset	zone_props/zone_prop_container_chest_sturdy_closed.png	1051	1613	16	20
asset	zone_props/zone_prop_container_chest_sturdy_open.png	1101	1613	16	20
asset	zone_props/zone_prop_container_chest_wooden_closed.png	1151	1613	16	20
asset	zone_props/zone_prop_container_chest_wooden_open.png	1201	1613	16	20
asset	zone_props/zone_prop_container_coffer_exquisite_closed.png	1251	1613	16	20
asset	zone_props/zone_prop_container_coffer_exquisite_open.png	1301	1613	16	20
asset	zone_props/zone_prop_container_coffer_gilded_closed.png	1351	1613	16	20
asset	zone_props/zone_prop_container_coffer_gilded_open.png	1401	1613	16	20
asset	zone_props/zone_prop_container_coffer_iron_closed.png	1451	1613	16	20
asset	zone_props/zone_prop_container_coffer_iron_open.png	1501	1613	16	20
asset	zone_props/zone_prop_container_coffer_plain_closed.png	1	1675	16	20
asset	zone_props/zone_prop_container_coffer_plain_open.png	51	1675	16	20
asset	zone_props/zone_prop_container_coffer_runed_closed.png	101	1675	16	20
asset	zone_props/zone_prop_container_coffer_runed_open.png	151	1675	16	20
asset	zone_props/zone_prop_container_coffer_silver_closed.png	201	1675	16	20
asset	zone_props/zone_prop_container_coffer_silver_open.png	251	1675	16	20
asset	zone_props/zone_prop_container_crate_closed.png	301	1675	16	20
asset	zone_props/zone_prop_container_crate_open.png	351	1675	16	20
asset	zone_props/zone_prop_container_crevice.png	401	1675	16	20
asset	zone_props/zone_prop_container_crevice_east_west_facing.png	451	1675	16	20
asset	zone_props/zone_prop_container_crevice_north_facing.png	501	1675	16	20
asset	zone_props/zone_prop_container_crevice_south_facing.png	551	1675	16	20
asset	zone_props/zone_prop_container_lockbox_exquisite_closed.png	601	1675	16	20
asset	zone_props/zone_prop_container_lockbox_exquisite_open.png	651	1675	16	20
asset	zone_props/zone_prop_container_lockbox_fine_closed.png	701	1675	16	20
asset	zone_props/zone_prop_container_lockbox_fine_open.png	751	1675	16	20
asset	zone_props/zone_prop_container_lockbox_old_closed.png	801	1675	16	20
asset	zone_props/zone_prop_container_lockbox_old_open.png	851	1675	16	20
asset	zone_props/zone_prop_container_lockbox_reinforced_closed.png	901	1675	16	20
asset	zone_props/zone_prop_container_lockbox_reinforced_open.png	951	1675	16	20
asset	zone_props/zone_prop_container_lockbox_steel_closed.png	1001	1675	16	20
asset	zone_props/zone_prop_container_lockbox_steel_open.png	1051	1675	16	20
asset	zone_props/zone_prop_container_lockbox_sturdy_closed.png	1101	1675	16	20
asset	zone_props/zone_prop_container_lockbox_sturdy_open.png	1151	1675	16	20
asset	zone_props/zone_prop_container_sack_closed.png	1201	1675	16	20
asset	zone_props/zone_prop_container_sack_open.png	1251	1675	16	20
asset	zone_props/zone_prop_container_strongbox_exquisite_closed.png	1301	1675	16	20
asset	zone_props/zone_prop_container_strongbox_exquisite_open.png	1351	1675	16	20
asset	zone_props/zone_prop_container_strongbox_iron_closed.png	1401	1675	16	20
asset	zone_props/zone_prop_container_strongbox_iron_open.png	1451	1675	16	20
asset	zone_props/zone_prop_container_strongbox_ornate_closed.png	1501	1675	16	20
asset	zone_props/zone_prop_container_strongbox_ornate_open.png	1	1737	16	20
asset	zone_props/zone_prop_container_strongbox_plain_closed.png	51	1737	16	20
asset	zone_props/zone_prop_container_strongbox_plain_open.png	101	1737	16	20
asset	zone_props/zone_prop_container_strongbox_reinforced_closed.png	151	1737	16	20
asset	zone_props/zone_prop_container_strongbox_reinforced_open.png	201	1737	16	20
asset	zone_props/zone_prop_container_strongbox_steel_closed.png	251	1737	16	20
asset	zone_props/zone_prop_container_strongbox_steel_open.png	301	1737	16	20
asset	zone_props/zone_prop_door_closed_h.png	351	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_door_closed_v.png	401	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_door_open_h.png	451	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_door_open_v.png	501	1737	32	40	32	40	-8	-13
asset	zone_props/zone_prop_fence.png	551	1737	16	20
asset	zone_props/zone_prop_generic.png	601	1737	16	20
asset	zone_props/zone_prop_giant_tree_canopy.png	651	1737	48	60	48	60	-16	-26
asset	zone_props/zone_prop_giant_tree_trunk.png	701	1737	16	20
asset	zone_props/zone_prop_gravestone_cross.png	751	1737	16	20
asset	zone_props/zone_prop_gravestone_square.png	801	1737	16	20
asset	zone_props/zone_prop_gravestone_standard.png	851	1737	16	20
asset	zone_props/zone_prop_grove_bench.png	901	1737	16	20
asset	zone_props/zone_prop_lamplight.png	951	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_lamplight_no_flame.png	1001	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_marble_door_closed_h.png	1051	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_marble_door_closed_v.png	1101	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_marble_door_open_h.png	1151	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_marble_door_open_v.png	1201	1737	32	40	32	40	-8	-13
asset	zone_props/zone_prop_net_rack.png	1251	1737	16	20
asset	zone_props/zone_prop_rubble.png	1301	1737	16	20
asset	zone_props/zone_prop_runed_steel_door_closed_h.png	1351	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_runed_steel_door_closed_v.png	1401	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_runed_steel_door_open_h.png	1451	1737	16	40	16	40	0	-20
asset	zone_props/zone_prop_runed_steel_door_open_v.png	1501	1737	32	40	32	40	-8	-13
asset	zone_props/zone_prop_statue.png	1	1799	16	40	16	40	0	-20
asset	zone_props/zone_prop_stone_bench.png	51	1799	16	20
asset	zone_props/zone_prop_stone_door_closed_h.png	101	1799	16	40	16	40	0	-20
asset	zone_props/zone_prop_stone_door_closed_v.png	151	1799	16	40	16	40	0	-20
asset	zone_props/zone_prop_stone_door_open_h.png	201	1799	16	40	16	40	0	-20
asset	zone_props/zone_prop_stone_door_open_v.png	251	1799	32	40	32	40	-8	-13
asset	zone_props/zone_prop_stone_stairs_down.png	301	1799	16	20
asset	zone_props/zone_prop_stone_stairs_up.png	351	1799	16	22	16	22	0	-2
asset	zone_props/zone_prop_story_final_blood_seal.png	401	1799	16	20
asset	zone_props/zone_prop_story_stoneward_gate.png	451	1799	16	20
asset	zone_props/zone_prop_story_veiled_grove.png	501	1799	33	25	33	25	-8	-5
asset	zone_props/zone_prop_supply_sack.png	551	1799	16	20
asset	zone_props/zone_prop_table_single.png	601	1799	16	20
asset	zone_props/zone_prop_transition.png	651	1799	16	20
asset	zone_props/zone_prop_weapon_rack.png	701	1799	22	20	22	20	-3	1
asset	zone_props/zone_prop_weapon_rack_empty.png	751	1799	16	20
asset	zone_props/zone_prop_wooden_stairs_down.png	801	1799	16	20
asset	zone_props/zone_prop_wooden_stairs_up.png	851	1799	16	22	16	22	0	-2
asset	zone_props/zone_prop_wooden_stump.png	901	1799	16	20
asset	zone_tiles/zone_tile_blackglass_field_r0.png	1201	1303	48	60	48	60	-16	-20
asset	zone_tiles/zone_tile_blackglass_field_r1.png	1251	1303	48	60	48	60	-16	-20
asset	zone_tiles/zone_tile_blackglass_floor_r0.png	1301	1303	16	20
asset	zone_tiles/zone_tile_blackglass_floor_r1.png	1351	1303	16	20
asset	zone_tiles/zone_tile_blackglass_floor_r2.png	1401	1303	16	20
asset	zone_tiles/zone_tile_blackglass_floor_r3.png	1451	1303	16	20
asset	zone_tiles/zone_tile_blackglass_floor_r4.png	1501	1303	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_cap_e.png	951	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_cap_n.png	1001	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_cap_s.png	1051	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_cap_w.png	1101	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_ne.png	1151	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_ne_inner_sw.png	1201	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_nw.png	1251	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_nw_inner_se.png	1301	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_se.png	1351	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_se_inner_nw.png	1401	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_sw.png	1451	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_corner_sw_inner_ne.png	1501	1799	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_e.png	1	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_e_inner_nw.png	51	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_e_inner_sw.png	101	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_e_inner_sw_nw.png	151	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_n.png	201	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_n_inner_se.png	251	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_n_inner_se_sw.png	301	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_n_inner_sw.png	351	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_s.png	401	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_s_inner_ne.png	451	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_s_inner_ne_nw.png	501	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_s_inner_nw.png	551	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_w.png	601	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_w_inner_ne.png	651	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_w_inner_ne_se.png	701	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_edge_w_inner_se.png	751	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill.png	801	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne.png	851	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_nw.png	901	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_se.png	951	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_se_nw.png	1001	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_se_sw.png	1051	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_se_sw_nw.png	1101	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_sw.png	1151	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_ne_sw_nw.png	1201	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_nw.png	1251	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_se.png	1301	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_se_nw.png	1351	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_se_sw.png	1401	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_se_sw_nw.png	1451	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_sw.png	1501	1861	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_fill_inner_sw_nw.png	1	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_narrow_h.png	51	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_narrow_v.png	101	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r0_single.png	151	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_cap_e.png	201	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_cap_n.png	251	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_cap_s.png	301	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_cap_w.png	351	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_ne.png	401	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_ne_inner_sw.png	451	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_nw.png	501	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_nw_inner_se.png	551	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_se.png	601	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_se_inner_nw.png	651	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_sw.png	701	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_corner_sw_inner_ne.png	751	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_e.png	801	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_e_inner_nw.png	851	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_e_inner_sw.png	901	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_e_inner_sw_nw.png	951	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_n.png	1001	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_n_inner_se.png	1051	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_n_inner_se_sw.png	1101	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_n_inner_sw.png	1151	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_s.png	1201	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_s_inner_ne.png	1251	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_s_inner_ne_nw.png	1301	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_s_inner_nw.png	1351	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_w.png	1401	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_w_inner_ne.png	1451	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_w_inner_ne_se.png	1501	1923	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_edge_w_inner_se.png	1	1985	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_fill.png	51	1985	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_fill_inner_ne.png	101	1985	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_fill_inner_ne_nw.png	151	1985	16	20
asset	zone_tiles/zone_tile_blackglass_wall_r1_fill_inner_ne_se.png	201	1985	16	20
