format	2
image	atlas.webp
cell_size	16	16
world_cell_aspect	1
default_zoom	1.5
placeholder	1	1	16	16
asset	zone_tiles/zone_tile_dirt_floor.png	217	289	16	16
asset	zone_tiles/zone_tile_door.png	235	289	16	16
asset	zone_tiles/zone_tile_door_closed_h.png	253	289	16	16
asset	zone_tiles/zone_tile_door_closed_v.png	271	289	16	16
asset	zone_tiles/zone_tile_door_open_h.png	289	289	16	16
asset	zone_tiles/zone_tile_door_open_v.png	307	289	16	16
asset	zone_tiles/zone_tile_grass.png	325	289	16	16
asset	zone_tiles/zone_tile_hill.png	343	289	16	16
asset	zone_tiles/zone_tile_mountain.png	361	289	16	16
asset	zone_tiles/zone_tile_open_door.png	379	289	16	16
asset	zone_tiles/zone_tile_pit.png	397	289	16	16
asset	zone_tiles/zone_tile_road_r0.png	415	289	16	16
asset	zone_tiles/zone_tile_road_r1.png	433	289	16	16
asset	zone_tiles/zone_tile_road_r2.png	451	289	16	16
asset	zone_tiles/zone_tile_sand.png	469	289	16	16
asset	zone_tiles/zone_tile_secret_door.png	487	289	16	16
asset	zone_tiles/zone_tile_shallow_water_cap_e.png	505	289	16	16
asset	zone_tiles/zone_tile_shallow_water_cap_n.png	523	289	16	16
asset	zone_tiles/zone_tile_shallow_water_cap_s.png	541	289	16	16
asset	zone_tiles/zone_tile_shallow_water_cap_w.png	1	307	16	16
asset	zone_tiles/zone_tile_shallow_water_corner_ne.png	19	307	16	16
asset	zone_tiles/zone_tile_shallow_water_corner_nw.png	37	307	16	16
asset	zone_tiles/zone_tile_shallow_water_corner_se.png	55	307	16	16
asset	zone_tiles/zone_tile_shallow_water_corner_sw.png	73	307	16	16
asset	zone_tiles/zone_tile_shallow_water_fill.png	91	307	16	16
asset	zone_tiles/zone_tile_shallow_water_h.png	109	307	16	16
asset	zone_tiles/zone_tile_shallow_water_single.png	127	307	16	16
asset	zone_tiles/zone_tile_shallow_water_tee_esw.png	145	307	16	16
asset	zone_tiles/zone_tile_shallow_water_tee_nes.png	163	307	16	16
asset	zone_tiles/zone_tile_shallow_water_tee_new.png	181	307	16	16
asset	zone_tiles/zone_tile_shallow_water_tee_nsw.png	199	307	16	16
asset	zone_tiles/zone_tile_shallow_water_v.png	217	307	16	16
asset	zone_tiles/zone_tile_stone_floor_r0.png	235	307	16	16
asset	zone_tiles/zone_tile_stone_floor_r1.png	253	307	16	16
asset	zone_tiles/zone_tile_stone_floor_r2.png	271	307	16	16
asset	zone_tiles/zone_tile_stone_floor_r3.png	289	307	16	16
asset	zone_tiles/zone_tile_stone_wall_cap_e.png	307	307	16	16
asset	zone_tiles/zone_tile_stone_wall_cap_n.png	325	307	16	16
asset	zone_tiles/zone_tile_stone_wall_cap_s.png	343	307	16	16
asset	zone_tiles/zone_tile_stone_wall_cap_w.png	361	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_ne.png	379	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_ne_inner_sw.png	397	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_nw.png	415	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_nw_inner_se.png	433	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_se.png	451	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_se_inner_nw.png	469	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_sw.png	487	307	16	16
asset	zone_tiles/zone_tile_stone_wall_corner_sw_inner_ne.png	505	307	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_e.png	523	307	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_e_inner_nw.png	541	307	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_e_inner_sw.png	1	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_e_inner_sw_nw.png	19	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_n.png	37	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_n_inner_se.png	55	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_n_inner_se_sw.png	73	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_n_inner_sw.png	91	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_s.png	109	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_s_inner_ne.png	127	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_s_inner_ne_nw.png	145	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_s_inner_nw.png	163	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_w.png	181	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_w_inner_ne.png	199	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_w_inner_ne_se.png	217	325	16	16
asset	zone_tiles/zone_tile_stone_wall_edge_w_inner_se.png	235	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill.png	253	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne.png	271	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_nw.png	289	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_se.png	307	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_se_nw.png	325	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_se_sw.png	343	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_se_sw_nw.png	361	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_sw.png	379	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_ne_sw_nw.png	397	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_nw.png	415	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_se.png	433	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_se_nw.png	451	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_se_sw.png	469	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_se_sw_nw.png	487	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_sw.png	505	325	16	16
asset	zone_tiles/zone_tile_stone_wall_fill_inner_sw_nw.png	523	325	16	16
asset	zone_tiles/zone_tile_stone_wall_narrow_h.png	541	325	16	16
asset	zone_tiles/zone_tile_stone_wall_narrow_v.png	1	343	16	16
asset	zone_tiles/zone_tile_stone_wall_single.png	19	343	16	16
asset	zone_tiles/zone_tile_wood_floor_r0.png	37	343	16	16
asset	zone_tiles/zone_tile_wood_floor_r1.png	55	343	16	16
asset	zone_tiles/zone_tile_wood_floor_r2.png	73	343	16	16
asset	zone_tiles/zone_tile_wood_floor_r3.png	91	343	16	16
asset	zone_tiles/zone_tile_wood_wall_bl.png	109	343	16	16
asset	zone_tiles/zone_tile_wood_wall_br.png	127	343	16	16
asset	zone_tiles/zone_tile_wood_wall_cross.png	145	343	16	16
asset	zone_tiles/zone_tile_wood_wall_end_e.png	163	343	16	16
asset	zone_tiles/zone_tile_wood_wall_end_n.png	181	343	16	16
asset	zone_tiles/zone_tile_wood_wall_end_s.png	199	343	16	16
asset	zone_tiles/zone_tile_wood_wall_end_w.png	217	343	16	16
asset	zone_tiles/zone_tile_wood_wall_h.png	235	343	16	16
asset	zone_tiles/zone_tile_wood_wall_single.png	253	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tee_esw.png	271	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tee_nes.png	289	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tee_new.png	307	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tee_nsw.png	325	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tl.png	343	343	16	16
asset	zone_tiles/zone_tile_wood_wall_tr.png	361	343	16	16
asset	zone_tiles/zone_tile_wood_wall_v.png	379	343	16	16
